File Name,Word Count
Robin Hood Prince of Thieves.txt,12210
Beauty and the Beast.txt,10150
The Naked Gun 2 The Smell of Fear.txt,8030
Hot Shots!.txt,8939
JFK.txt,30118
Jerry Maguire.txt,13033
Fargo.txt,9594
Twister.txt,12881
Ransom.txt,17806
Independence Day.txt,11073
The English Patient.txt,10177
The Nutty Professor.txt,15482
Mission Impossible.txt,6380
Shine.txt,6492
The Rock.txt,16339
Space Jam.txt,10251
101 Dalmatians.txt,9218
Secrets & Lies.txt,19477
The Hunchback of Notre Dame.txt,10166
Gypsy.txt,20777
To Kill A Mockingbird.txt,11167
The Longest Day.txt,12266
In Search of the Castaways.txt,11295
Hatari!.txt,16090
The Music Man.txt,17027
Lawrence of Arabia.txt,15531
Bon Voyage.txt,22554
Mutiny On The Bounty.txt,16999
That Touch of Mink.txt,13214
"The Chronicles of Narnia The Lion, the Witch and the Wardrobe.txt",8746
Madagascar.txt,11028
Batman Begins.txt,12198
Charlie and the Chocolate Factory.txt,10216
Munich.txt,14321
Mr. & Mrs. Smith.txt,0
Hitch.txt,14478
Star Wars Episode III - Revenge of the Sith.txt,8757
Brokeback Mountain.txt,10288
War of the Worlds.txt,9460
King Kong.txt,9591
Capote.txt,9714
"Good Night, and Good Luck.txt",14138
Harry Potter and the Goblet of Fire.txt,13020
Crash.txt,12646
Chicago.txt,11424
The Hours.txt,8923
Spider-Man.txt,9736
Die Another Day.txt,7583
Gangs of New York.txt,8533
Men in Black II.txt,9939
The Lord of the Rings The Two Towers.txt,7127
The Pianist.txt,8490
Ice Age.txt,6207
My Big Fat Greek Wedding.txt,9015
Minority Report.txt,16002
Harry Potter and the Chamber of Secrets.txt,13924
Star Wars Episode II - Attack of the Clones.txt,9717
Signs.txt,7739
Finding Nemo.txt,14591
Mystic River.txt,16069
Seabiscuit.txt,12046
The Matrix Reloaded.txt,10557
Pirates of the Caribbean The Curse of the Black Pearl.txt,11112
X-Men 2.txt,8785
The Last Samurai.txt,7785
The Matrix Revolutions.txt,9716
Terminator 3 Rise of the Machines.txt,5809
Master and Commander The Far Side of the World.txt,10717
Bad.Boys.II.2003.720p.BluRay.X264-AMIABLE.txt,18961
The Lord of the Rings The Return of the King.txt,12733
Bruce Almighty.txt,13562
Lost in Translation.txt,9220
The Aviator.txt,18659
Harry Potter and the Prisoner of Azkaban.txt,13192
Ocean's Twelve.txt,15128
Finding Neverland.txt,0
The Day After Tomorrow.txt,9628
Spider-Man 2.txt,9337
Shark Tale.txt,14411
Troy.txt,9407
Shrek 2.txt,11090
Million Dollar Baby.txt,11979
The Incredibles.txt,12352
Sideways.txt,16472
Meet the Fockers.txt,18063
The Passion of the Christ.txt,3644
Ray.txt,21105
